kode,nama,ukuran,satuan,isi,hpp,harga_jual
TKPKLLCL303001,PLASTIK SHOPPING + SABLON,30 X 30,PCS,,1280.0,1480.0
KTPOPP32MCSB1825,PLASTIK OPP 05 30 MICRON + SABLON SF,18 X 25,Pcs,,205.0,300.0
KTPOPP32MCSN1525,PLASTIK OPP 05 30 MICRON + SABLON SF,15 X 25,Pcs,,175.0,280.0
HSF01223301A,HANGTAG DAUNNI,-,Pcs,,100.0,175.0
HSF01223301B,HANGTAG PUTIH,M,Pcs,,100.0,175.0
PISPS20235O1A,PLASTIK POLYMAILER ORANGE 06 MICRON,20 X 35 + 5,Pcs,100,370.0,450.0
AJMHTGPTHDNI,HANGTAG,5 CM,PCS,1,100.0,175.0
DPPKPON0620A,PLASTIK ZIPLOCK 06 KLIP PON + SABLON,20 X 30,Pcs,100,680.0,760.0
SPBZPNNW001A,PLASTIK ZIPPER SABLON NANAW,25 X 17,Pcs,,1055.0,1500.0
JSSABSBGSL001,JASA SABLON SHOPPING BAG TALI ROTAN,-,Pcs,,350.0,500.0
HTANJYALMR01,HANTAG ALMEERA,-,Pcs,,100.0,175.0
HNTANJYNNW01,HANGTAG NANAW,-,Pcs,,100.0,175.0
PPUMXP012040001,PLASTIK POLYMAILER HIJAU,20 X 40,Pcs,,0,315.0
PPUMXP013040002,PLASTIK POLYMAILER HIJAU,30 X 40,Pcs,,0,440.0
PPUMXP035500003,PLASTIK POLYMAILER HIJAU,35 X 50,Pcs,,0,600.0
PPUMXP012040004,PLASTIK POLYMAILER ORANGE,20 X 40,Pcs,,0,315.0
PPUMXP013040005,PLASTIK POLYMAILER ORANGE,30 X 40,Pcs,,0,440.0
PPUMXP035500006,PLASTIK POLYMAILER ORANGE,35 X 50,Pcs,,0,600.0
PPUMXP012040007,PLASTIK POLYMAILER UNGU LILLAC,20 X 40,Pcs,,0,315.0
PPUMXP013040008,PLASTIK POLYMAILER UNGU LILLAC,30 X 40,Pcs,,0,440.0
PPUMXP035500009,PLASTIK POLYMAILER UNGU LILLAC,35 X 50,Pcs,,0,600.0
BTPLXD35500001,PLASTIK PE PLONG PUTIH SUSU,35 X 50,Pcs,,790.0,1070.0
BTPLXD42600002,PLASTIK PE PLONG PUTIH SUSU,42 X 60,Pcs,,1190.0,1570.0
TTBUNP303012,TOTEBAG HIJACKET,-,PCS,,0,3333.0
BTHDPP304000001,PLASTIK HD PLONG PUTIH,30 X 40,Pcs,,318.0,465.0
PTPPPPPTH0507A,PLASTIK POLYMAILER PUTIH 05 MICRON + SABLON,35 X 50,Pcs,,0,1280.0
TGRZPBL104NW,PLASTIK ZIPPER BAG LANSCAPE,25 X 17,Pcs,100,689.0,1250.0
DPPKPONPT0620,PLASTIK ZIPLOCK 06 KLIP PON PUTIH,20 X 30,Pcs,,475.0,665.0
BTKPPS07303825,PLASTIK ZIPLOCK 06 KLIP PON PUTIH,25 X 35,Pcs,,650.0,875.0
DPPKPONPT0628,PLASTIK ZIPLOCK 06 KLIP PON PUTIH,28 x 35,Pcs,,0,0
DPPKPONPT0630,PLASTIK ZIPLOCK 06 KLIP PON PUTIH,30 X 40,Pcs,,950.0,1250.0
DPPKPONPT0635,PLASTIK ZIPLOCK 06 KLIP POND PUTIH,35 X 40,Pcs,,1020.0,1500.0
AJMHTGPTHSFM01,HANGTAG SF M,M 1,Pcs,,100.0,175.0
AJMHTGPTHSFM02,HANGTAG SF M,M 2,Pcs,,100.0,175.0
AJMHTGPTHSFM03,HANGTAG SF M,M 3,Pcs,,100.0,175.0
AJMHTGPTHSFM04,HANGTAG SF M,M 4,Pcs,,100.0,175.0
AJMHTGPTHSFL01,HANGTAG SF L,L 1,Pcs,,100.0,175.0
AJMHTGPTHSFL02,HANGTAG SF L,L 2,Pcs,,100.0,175.0
AJMHTGPTHSFL03,HANGTAG SF L,L 3,Pcs,,100.0,175.0
AJMHTGPTHSFL04,HANGTAG SF L,L 4,Pcs,,100.0,175.0
DPPKPL063501,PLASTIK ZIPLOCK KLIP POLOS + SABLON,35 X 40,Pcs,100,950.0,1400.0
AJMHTGPTHSFS,HANGTAG PUTIH SF HIJAB,S,Pcs,,100.0,175.0
DPPKPONPT0620H,PLASTIK ZIPLOCK 06 KLIP POND HITAM,20 X 30,Pcs,,475.0,720.0
BTKPPS07303825H,PLASTIK ZIPLOCK 06 KLIP POND HITAM,25 X 35,Pcs,,585.0,825.0
DPPKPONPT0628H,PLASTIK ZIPLOCK 06 KLIP POND HITAM,28 x 35,Pcs,,0,0
DPPKPONPT0630H,PLASTIK ZIPLOCK 06 KLIP POND HITAM,30 X 38 + 7,Pcs,,1055.0,1150.0
DPPKPONPT0635H,PLASTIK ZIPLOCK 06 KLIP POND HITAM,35 X 40,Pcs,,1260.0,1450.0
HEPP05HTMPE007,PLASTIK POLYMAILER PE 05 HITAM,40 X 55,Pcs,,758.0,1035.0
TGRZPBL104,PLASTIK ZIPPER BAG LANSCAPE,25 X 17,Pcs,100,880.0,1300.0
HE05SV05,PLASTIK POLYMAILER PE 05 SILVER,25 x 35,Pcs,100,250.0,340.0
KTPOPP32MCSB1525n,PLASTIK OPP 05 30 MICRON + SABLON SF,15 X 25,Pcs,,142.0,280.0
KTPOPP32MCSB1825n,PLASTIK OPP 05 30 MICRON + SABLON SF,18 X 25,Pcs,,160.0,300.0
PTPPPPKNG0502SFM,PLASTIK POLYMAILER KUNING 05 MICRON,20 X 30,Pcs,100,180.0,249.0
PTPPPPPTH050601,PLASTIK POLYMAILER PUTIH 05 MICRON,30 X 40,Pcs,100,370.0,600.0
JSSPPB01SF,JASA SABLON PLASTIK 1 SISI 1 WARNA POLYMAILER,-,Pcs,1,175.0,220.0
SBNPPP2LR005SF,JASA SABLON PLASTIK 1 SISI 1 WARNA,-,Pcs,1000,125.0,250.0
SBNPPP2LR006DS,JASA SABLON PLASTIK 1 SISI 2 WARNA,-,Pcs,1000,300.0,500.0
HEPP04HTMHD0254TF,PLASTIK POLYMAILER HD 045 HITAM,25 X 40,Pcs,,185.0,315.0
HEPP04HTMHD0230TF,PLASTIK POLYMAILER HD 045 HITAM,20 X 30,Pcs,,105.0,215.0
HEPP04HTMHD173TF,PLASTIK POLYMAILER HD 045 HITAM,17 X 30,Pcs,,90.0,170.0
HEPP04HTMHD340TF,PLASTIK POLYMAILER HD 045 HITAM,30 X 40,Pcs,,195.0,340.0
JSSPPB01MDBH,JASA SABLON PLASTIK 1 SISI 1 WARNA POLYMAILER,-,Pcs,1,150.0,350.0
PTPPPPPTH0506ELC,PLASTIK POLYMAILER PUTIH 05 MICRON,30 X 40,Pcs,100,345.0,580.0
TGRZPBL105,PLASTIK ZIPPER BAG LANSCAPE,28 X 20,Pcs,100,1050.0,1500.0
SBNPPP2LR005NW,JASA SABLON PLASTIK 1 SISI 1 WARNA,-,Pcs,100,125.0,250.0
BTPZP3040001FTH,PLASTIK ZIPPER BAG POTRAIT  & SABLON,30 X 40,Pcs,,2050.0,2700.0
PTPPPPPPTH050501,PLASTIK POLYMAILER PUTIH 05 MICRON,25 X 40,Pcs,,300.0,480.0
HEPP04HTMHD01ILH,PLASTIK POLYMAILER HD 045 HITAM,20 X 30,Pcs,,105.0,175.0
HEPP04HTMHD02ILH,PLASTIK POLYMAILER HD 045 HITAM,25 X 40,Pcs,,170.0,250.0
HEPP04HTMHD03ILH,PLASTIK POLYMAILER HD 045 HITAM,30 X 40,Pcs,,195.0,280.0
HEDTKRL500100X150ILH,DIRECT THERMAL 500 ROLL,100 X 150,Pcs,,36000.0,42000.0
PTPPPPPTH0604ON,PLASTIK POLYMAILER PUTIH 06 MICRON,30 X 40 + 5,Pcs,,439.0,700.0
PTPPPPPTH0602ON,PLASTIK POLYMAILER PUTIH 06 MICRON,20 X 30 + 5,Pcs,,242.0,390.0
TGRZPBL106,PLASTIK ZIPPER BAG LANSCAPE,32 X 23,Pcs,100,1288.0,1600.0
PTPPPPKNG0502DK,PLASTIK POLYMAILER KUNING 05 MICRON,20 X 30,Pcs,100,220.0,320.0
HEPP05HTMPE005DV,PLASTIK POLYMAILER PE 05 HITAM,30 X 40,Pcs,100,235.0,400.0
PTPPPPPTH0605FTH,PLASTIK POLYMAILER PUTIH 06 MICRON & SABLON,35 X 45 + 5,Pcs,100,800.0,1350.0
BTPZP3040002FTH,PLASTIK ZIPPER BAG POTRAIT  & SABLON,28 X 35,Pcs,,1850.0,2550.0
BTHDPP304000003,PLASTIK HD PLONG PUTIH,35 X 50,Pcs,,466.0,630.0
HEPP04HTMHD001HR,PLASTIK POLYMAILER HD 045 HITAM,20 X 30,Pcs,100,105.0,200.0
HEPP04HTMHD002HR,PLASTIK POLYMAILER HD 045 HITAM,40 X 50,Pcs,100,360.0,520.0
HEPP04HTMHD0RF01,PLASTIK POLYMAILER HD 045 HITAM,30 X 40,Pcs,100,195.0,300.0
HEPP04HTMHD0RF02,PLASTIK POLYMAILER HD 045 HITAM,35 X 50,Pcs,100,320.0,500.0
PTPPPPPTH0604CICI,PLASTIK POLYMAILER PUTIH 06 MICRON,30 X 40 + 5,Pcs,100,439.0,620.0
ANLWVN2X5NEW,LABEL WOVEN HITAM PUTIH,2 X 5,DZ,12,1300.0,1750.0
PTPPPPPTH0605NW,PLASTIK POLYMAILER PUTIH 06 MICRON,35 X 45 + 5,Pcs,100,660.0,950.0
HEPP05HTMPE001DL,PLASTIK POLYMAILER PE 05 HITAM,17 X 35,Pcs,100,130.0,214.0
HEPP05HTMPE002DM,PLASTIK POLYMAILER PE 05 HITAM,30 X 40,Pcs,100,235.0,400.0
PTPPPPBB0505BR,PLASTIK POLYMAILER BABBY BLUE 05 MICRON,25 X 40,Pcs,100,395.0,500.0
PTPPPPUL0506TK,PLASTIK POLYMAILER UNGU LILLAC 05 MICRON,30 X 40,Pcs,100,460.0,590.0
PTPPPPUL0507TK,PLASTIK POLYMAILER UNGU LILLAC 05 MICRON,50 x 60,Pcs,100,1022.0,1750.0
HE05SV06,PLASTIK POLYMAILER PE 05 SILVER,25 x 40,Pcs,100,280.0,410.0
SBNPPP2LR006EKL,JASA SABLON PLASTIK 1 SISI 2 WARNA,-,Pcs,1000,300.0,550.0
KTPOPP32MCS2030MJ,PLASTIK OPP 05 30 MICRON + SABLON,20 X 30,PCS,,170.0,310.0
TSSPBNOV001UNP,TAS SPUND BOND + SABLON UNPAR,21 X 29.7 X 10,Pcs,,0,3850.0
PTPPPPPTH0603CC,PLASTIK POLYMAILER PUTIH 06 MICRON,25 X 35 + 5,Pcs,100,323.0,510.0
PTPPPPPTH0511RSL,PLASTIK POLYMAILER PUTIH 05 MICRON,50 x 60,Pcs,100,970.0,1500.0
HEPP05HTMPE00601,PLASTIK POLYMAILER PE 05 HITAM,35 X 50,Pcs,100,330.0,650.0
HEPP05HTMPE006DL,PLASTIK POLYMAILER PE 05 HITAM,35 X 50,Pcs,100,330.0,565.0
SBNPPP2LR005ARS,JASA SABLON PLASTIK 1 SISI 1 WARNA,-,Pcs,1000,175.0,300.0
TKDSBDDSBZPCK001,INNERBOX BAZZPACK,28 X 18 X 8,Pcs,1000,3200.0,4700.0
HE05SV07,PLASTIK POLYMAILER PE 05 SILVER,30 x 40,Pcs,100,325.0,540.0
BTPPPTMRC01,PLASTIK SHOPPING + SABLON,30 X 43,Pcs,100,1030.0,2050.0
PTPPPPPTH0604DST,PLASTIK POLYMAILER PUTIH 06 MICRON,30 X 40 + 5,Pcs,100,439.0,780.0
PTPPPPPTH0507LN,PLASTIK POLYMAILER PUTIH 05 MICRON,35 X 50,Pcs,100,600.0,680.0
TGRZPB2840ACNT,PLASTIK ZIPPER BAG POTRAIT,28 X 40,Pcs,100,1369.0,2450.0
HEPP04HTMHD014TF,PLASTIK POLYMAILER HD 045 HITAM,40 X 50,Pcs,100,360.0,540.0
HE05SV09,PLASTIK POLYMAILER PE 05 SILVER,20 x 35,Pcs,100,185.0,310.0
PTPPPPPTH0602CICI,PLASTIK POLYMAILER PUTIH 06 MICRON,20 X 30 + 5,Pcs,100,242.0,390.0
PTPPPPUL0509EK,PLASTIK POLYMAILER UNGU LILLAC 05 MICRON,50 X 60,Pcs,100,1022.0,1700.0
HEPP04HTMHD011DM,PLASTIK POLYMAILER HD 045 HITAM,30 X 40,Pcs,100,195.0,350.0
PTPPPPPTH0605ONN,PLASTIK POLYMAILER PUTIH 06 MICRON,35 X 45 + 5,Pcs,100,660.0,870.0
SBNPPP2LR006AL,JASA SABLON PLASTIK 1 SISI 2 WARNA,-,Pcs,1000,250.0,440.0
PTPPPPPTH0602AL,PLASTIK POLYMAILER PUTIH 06 MICRON,20 X 30 + 5,Pcs,100,242.0,480.0
HEPP04HTMHD013ILM,PLASTIK POLYMAILER HD 045 HITAM,35 X 50,Pcs,100,320.0,450.0
DPPKPL0625VL,PLASTIK ZIPLOCK 06 KLIP POLOS,25 X 35,Pcs,100,430.0,650.0
HEPP04HTMHD013A,PLASTIK POLYMAILER 05 SILVER,35 X 50,Pcs,100,405.0,650.0
PTPPPPPTH0601CICI,PLASTIK POLYMAILER PUTIH 06 MICRON,17 X 28 + 2,Pcs,100,109.0,290.0
HEPP05HTMPE005DL,PLASTIK POLYMAILER PE 05 HITAM,30 X 40,Pcs,100,235.0,397.0
PTPPPPPTH0601HP,PLASTIK POLYMAILER PUTIH 06 MICRON,17 X 28 + 2,Pcs,100,185.0,330.0
PTPPPPPTH0602HP,PLASTIK POLYMAILER PUTIH 06 MICRON,20 X 30 + 5,Pcs,100,242.0,410.0
PTPPPPPTH0603HP,PLASTIK POLYMAILER PUTIH 06 MICRON,25 X 35 + 5,Pcs,100,323.0,570.0
PTPPPPPTH0604HP,PLASTIK POLYMAILER PUTIH 06 MICRON,30 X 40 + 5,Pcs,100,439.0,800.0
PTPPPPPTH0605HP,PLASTIK POLYMAILER PUTIH 06 MICRON,35 X 45 + 5,Pcs,100,660.0,1050.0
TGRZPB2028SFDD,PLASTIK ZIPPER BAG POTRAIT,20 X 28,Pcs,100,769.0,1350.0
DPPKPON0635ERG,PLASTIK ZIPLOCK 06 KLIP PON & SABLON,35 X 45,Pcs,100,1037.0,1378.0
PTPPPPKNG0507BM,PLASTIK POLYMAILER KUNING 05 MICRON & SABLON,35 X 50,Pcs,100,740.0,1089.0
SBNPPP2LR005SNQ,JASA SABLON PLASTIK 1 SISI 1 WARNA POLY MAILER,-,Pcs,1000,125.0,250.0
PTPPPPBBP0507CL,PLASTIK POLYMAILER BABBY PINK 05 MICRON & SABLON,35 X 50,Pcs,100,750.0,1100.0
HE05SV08,PLASTIK POLYMAILER  05 SILVER,35 x 50,Pcs,100,550.0,780.0
PTPPPPPTH0602NW,PLASTIK POLYMAILER PUTIH 06 MICRON & SABLON,20 X 30 + 5,Pcs,100,410.0,600.0
PPPDIBPE4060001,PLASTIK POLYMAILER PE 05 HITAM,40 X 60,Pcs,,889.0,1045.0
JSSPPBBIG01R,JASA SABLON PLASTIK 1 SISI 1 WARNA POLY MAILER BESAR,-,Pcs,,200.0,400.0
PTPPPPBBP0507CLB,PLASTIK POLYMAILER BABBY PINK 05 MICRON,35 X 50,Pcs,100,600.0,850.0
PTPPPPBB0505CVL,PLASTIK POLYMAILER BABBY BLUE 05 MICRON & SABLON,25 X 40,Pcs,100,495.0,750.0
PPFBJKZP2517001,PLASTIK ZIPPER FOREBUN,25 X 17,Pcs,100,1000.0,1500.0
PPFRED173000111,PLASTIK POLYMAILER HITAM PE FOREBUN,17 X 30,Pcs,100,280.0,500.0
AJMHTGPTHSFLNW,HANGTAG PUTIH SF HIJAB,L,Pcs,,90.0,175.0
AJMHTGPTHSFMNW,HANGTAG PUTIH SF HIJAB,M,Pcs,,90.0,175.0
SBNPPP2LR006DS,JASA SABLON PLASTIK 1 SISI 2 WARNA,-,Pcs,1000,250.0,500.0
HEPP05HTMPE004NW,PLASTIK POLYMAILER PE 05 HITAM,25 X 40,Pcs,100,200.0,370.0
HEPP05HTMPE005NW,PLASTIK POLYMAILER PE 05 HITAM,30 X 40,Pcs,100,235.0,440.0
PTPPPPKNG0508FN,PLASTIK POLYMAILER WARNA WARNI 05 MICRON,40 x 60,Pcs,100,980.0,1200.0
TTSBC3840SFN001,TOTEBAG SOFNI,38 X 40,Pcs,,0,2500.0
TGRZPBL107,PLASTIK ZIPPER BAG LANSCAPE,35 X 24,Pcs,100,1388.0,1800.0
PTPPPPBBP0511N,PLASTIK POLYMAILER BABBY PINK 05 MICRON,40 x 50,pcs,100,900.0,1200.0
BBPPWMSB001,PLASTIK PLONG MERAH & SABLON,35 X 50,pcs,101,650.0,1000.0
AJMHTGPTHSFSNW,HANGTAG PUTIH SF HIJAB,S,Pcs,,90.0,175.0
PTPPPPPTH0605N,PLASTIK POLYMAILER PUTIH 06 MICRON,38 X 45 + 5,Pcs,100,750.0,1100.0
PTPPPPPTH0603KT01,PLASTIK POLYMAILER BIRU 06 MICRON,25 X 35 + 5,Pcs,100,475.0,665.0
PTPPPPPTH0603KT02,PLASTIK POLYMAILER KUNING 06 MICRON,25 X 35 + 5,Pcs,100,390.0,665.0
KTPOPP32MC3040N,PLASTIK OPP 05 30 MICRON,30 X 40,PCS,100,260.0,350.0
PTPPPPPTH0602HPD,PLASTIK POLYMAILER PUTIH 06 MICRON,20 X 30 + 5,Pcs,100,242.0,370.0
PTPPPPPTH0511V,PLASTIK POLYMAILER PUTIH 05 MICRON,50 x 60,Pcs,100,1020.0,1500.0
PTPPPPBB0509N,PLASTIK POLYMAILER BABBY BLUE 05 MICRON,50 x 60,Pcs,100,1200.0,1600.0
PTPPPPPTH0605dw,PLASTIK POLYMAILER PUTIH 06 MICRON,35 X 45 + 5,Pcs,100,750.0,1800.0
DPPKPON0620AN,PLASTIK ZIPLOCK 06 KLIP PON + SABLON,20 X 30,Pcs,100,272.0,870.0
BTPLXD35500003,PLASTIK PE PLONG PUTIH SUSU,25 X 35,Pcs,100,445.0,625.0
SBNPPP2LR006NW,JASA SABLON PLASTIK 1 SISI 2 WARNA,-,Pcs,100,200.0,450.0
PTPPPPPTH0511NW,PLASTIK POLYMAILER PUTIH 05 MICRON,55 x 65,Pcs,100,981.0,1550.0
PTPPPPBBP0503NW,PLASTIK POLYMAILER PE BABBY PINK 05 MICRON,20 X 40,Pcs,100,280.0,392.0
PTPPPPPTH0511DW,PLASTIK POLYMAILER PUTIH 05 MICRON + SABLON,55 x 65,Pcs,100,1370.0,1935.0
HEPP04HTMHD005HR,PLASTIK POLYMAILER HD 045 HITAM,20 X 30,Pcs,100,105.0,200.0
HEPP04HTMHD014HR,PLASTIK POLYMAILER HD 045 HITAM,40 X 50,Pcs,100,360.0,520.0
DPPKPL0625NW,PLASTIK ZIPLOCK 06 KLIP POLOS,25 X 35,Pcs,100,420.0,630.0
DPPKPL0635NW,PLASTIK ZIPLOCK 06 KLIP POLOS,35 X 40,Pcs,100,670.0,1050.0
TSSPBNOV001UNP01,TAS SPUND BOND + SABLON UNPAR,21 X 29.7 X 10,Pcs,,0,2917.0
TSSPBNOV001UNP02,TAS SPUND BOND + SABLON UNPAR,30 X 40 X 12,Pcs,,0,4917.0
HEPP04HTMHD011NW,PLASTIK POLYMAILER HD 045 HITAM,30 X 40,Pcs,100,180.0,350.0
TTKKCKTTGRDN001,TOTEBAG GIORDANO,38 X 40,Pcs,101,0,6125.0
TGRZPB2028NW,PLASTIK ZIPPER BAG POTRAIT,20 X 30,Pcs,100,1100.0,1450.0
PTPPPPPTH0605HPCC,PLASTIK POLYMAILER PUTIH 06 MICRON,35 X 45 + 5,Pcs,100,660.0,825.0
BTHDPP304000001HT,PLASTIK PE PLONG HITAM,30 X 40,Pcs,,575.0,975.0
BTHDPP304000002HT,PLASTIK PE PLONG HITAM,42 X 60,Pcs,,1210.0,1500.0
PTPPPPPTH0505NW,PLASTIK POLYMAILER PUTIH 05 MICRON,25 X 40,Pcs,100,310.0,500.0
PTPPPPPTH0605NW01,PLASTIK POLYMAILER PUTIH 06 MICRON,38 X 45 + 5,Pcs,100,950.0,1200.0
HEDTKRL500100X150N,DIRECT THERMAL 500 ROLL,100 X 150,ROLL,1,36000.0,52000.0
BTHDPP3040000001,PLASTIK HD PLONG PUTIH,15 X 22,Pcs,,95.0,131.0
BTHDPP3040000002,PLASTIK HD PLONG PUTIH,20 X 28,Pcs,,150.0,217.0
BTHDPP3040000003,PLASTIK HD PLONG PUTIH,25 X 35,Pcs,,250.0,357.0
BTHDPP3040000004,PLASTIK HD PLONG PUTIH,30 X 40,Pcs,,330.0,469.0
BTHDPP3040000003A,PLASTIK HD PLONG HITAM,25 X 35,Pcs,,250.0,357.0
SBNPPP2LR005RH,JASA SABLON PLASTIK 1 SISI 1 WARNA,-,Pcs,1000,500.0,800.0
PTPPPPBBP0506NW,PLASTIK POLYMAILER BABBY PINK 05 MICRON,30 X 40,Pcs,100,460.0,630.0
DPOPP04MC303709NW,PLASTIK OPP 04 MICRON,30 X 40,Pcs,,165.0,250.0
TGRZPBL2820,PLASTIK ZIPPER BAG LANSCAPE + SABLON,28 X 20,Pcs,100,900.0,1150.0
PTPPPPPTH0605DW1,PLASTIK POLYMAILER PUTIH 06 MICRON + SABLON,38 X 45 + 5,Pcs,100,1200.0,1900.0
KTPOPP32MCSFORE,PLASTIK OPP 05 30 MICRON + SABLON FOREBUN,18 X 25,Pcs,,160.0,300.0
DPPKPL0635BT,PLASTIK ZIPLOCK 06 KLIP POLOS,35 X 40,Pcs,100,670.0,950.0
TGRZPBL2820TEBAL,PLASTIK ZIPPER BAG LANSCAPE + SABLON,28 X 20,Pcs,100,900.0,1200.0
AJMHTGPTHSFRBN,HANGTAG FOREBUN,PUTIH PINK,Pcs,,90.0,175.0
PTPPPPPTH0507NN,PLASTIK POLYMAILER PUTIH 05 MICRON,35 X 50,Pcs,100,610.0,800.0
PTPPPPKNG0508NEW,PLASTIK POLYMAILER KUNING 05 MICRON,40 x 60,Pcs,100,980.0,1300.0
TGRZPB354RAY,PLASTIK ZIPPER BAG POTRAIT + SABLON,35 X 45,Pcs,100,2500.0,3100.0
PTPPPPPTH0605NDST,PLASTIK POLYMAILER PUTIH 06 MICRON,38 X 45 + 5,Pcs,100,660.0,1050.0
PTPPPPPTH0501DLTXDLTX,PLASTIK POLYMAILER PUTIH 05 MICRON,17 X 30,Pcs,100,170.0,205.0
PTPPPPPTH0504DLTX,PLASTIK POLYMAILER PUTIH 05 MICRON,25 X 35,Pcs,100,270.0,365.0
DPPKPON0628ERG,PLASTIK ZIPLOCK 06 KLIP PON,28 x 35 + 7,Pcs,101,661.0,926.0
PTPPPPBBP0502,PLASTIK POLYMAILER BABBY PINK 05 MICRON,20 X 30,Pcs,100,220.0,310.0
PTPPPPBFSH0506,PLASTIK POLYMAILER PINK 05 MICRON,30 X 40,Pcs,100,359.0,590.0
HEDTKRL500100X150BR,DIRECT THERMAL 500 ROLL,100 X 150,ROLL,1,34000.0,46000.0
HEPP04HTMHD002ILH,PLASTIK POLYMAILER HD 045 HITAM,40 X 50,Pcs,100,360.0,470.0
PTPPPPUL0509WN,PLASTIK POLYMAILER WARNA WARNI 05 MICRON,50 x 60,Pcs,100,1022.0,1600.0
DNPODPP3040000001,PLASTIK HD PLONG HITAM,HD 40,Pcs,,0,950.0
DNPODPP3040000002,PLASTIK HD PLONG HITAM,HD 50,Pcs,,0,1350.0
SPBGSBG05new,SHOPPING BAG TALI ROTAN +  SABLON,28 X 13.5 X 40.5,Pcs,50,3500.0,4450.0
HEPP05HTMPE008,PLASTIK POLYMAILER PE 05 HITAM,40 X 55,Pcs,100,680.0,950.0
JSSPPB01BIG,JASA SABLON PLASTIK 1 SISI 1 WARNA POLY MAILER,-,Pcs,1,300.0,650.0
SPBSSU002,BIAYA SAMPEL 2,-,Pcs,,0,100000.0
DTPKPPS20,PLASTIK KLIP POND PUTIH SUSU,20 X 30,Pcs,1,500.0,750.0
DTPKPPS30,PLASTIK KLIP POND PUTIH SUSU,30 X 38,Pcs,1,870.0,1100.0
SCFS,SCREEN FILM SABLON,-,Pcs,1,25000.0,75000.0
PTHPPPH1620,PLASTIK POLYMAILER HIJAU 05 MICRON,16 X 20,Pcs,1,120.0,180.0
KTPOPP32MCSB1525V,PLASTIK OPP 05 30 MICRON + SABLON FOREBUN,15 X 25,Pcs,1,220.0,280.0
AJMHTGPTHSFPNNW,HANGTAG PUTIH SF HIJAB,POLOS NO SIZE,Pcs,,90.0,175.0
BTPLXD35500003A,PLASTIK PE PLONG PUTIH SUSU,30 X 40,Pcs,,590.0,975.0
JSSPPB01MDBS,JASA SABLON PLASTIK 1 SISI 1 WARNA POLY MAILER,-,Pcs,,300.0,300.0
TGRZPBL104SF,PLASTIK ZIPPER BAG LANSCAPE,25 X 17,Pcs,100,880.0,900.0
PTPPPPPTH0605CICI,PLASTIK POLYMAILER PUTIH 06 MICRON,25 X 35 + 5,Pcs,100,109.0,550.0
PTPPPPPTH0603CICI,PLASTIK POLYMAILER PUTIH 05 MICRON,40 X 50,Pcs,100,109.0,960.0
